name,latitude,longitude
Andar Kachh,29.97285,68.03082
Andarabad,30.16784,68.60798
Andhi Khan Murri,30.20532,68.52013
Androb,30.37699,68.13281
Ang,30.64688,68.06997
Angiani,30.01358,69.66594
Anhilo,27.90628,62.95711
Anjanai,31.15843,67.44743
Anjarkai Kili,31.57133,69.41047
Anjira,28.97902,66.38003
Anjira,28.30487,66.33277
Anjira Sanni,27.57152,66.42508
Anjiri,29.61396,66.70127
Anjiri,27.44327,66.59875
Anjiri,27.71123,66.86904
Anjiri Kund,29.57217,66.68313
Anjiri Kunj,27.4534,66.5427
Ankini,28.96475,66.36247
Ansa Bazar,25.2941,62.1174
Anugo,27.95393,62.82881
Anwar,30.91377,68.89834
Anwar-ul-Ulum,26.63207,66.80611
Anwarabad,28.96536,61.65784
Anzargat,30.31127,68.43147
Aodkai,30.9683,67.08804
Aodkai,30.84062,67.08463
Aorak Kachi,30.2101,68.04501
Aozhwan,31.15152,69.97661
Apozai Kili,31.33983,69.42227
Apsi Bazar,26.01213,63.02073
Aqal Khan Kili,31.11127,68.79153
Aqil Jagirani,28.08255,67.70484
Aqubani,26.30696,66.32363
Arab Kaul,30.99234,66.93794
Arain,28.99203,67.69757
Aram,30.88419,67.51001
Arambi,30.73632,66.7273
Arambi Masezai,30.74545,66.74577
Aramzai,31.30045,70.01336
Aranji,26.55254,66.56839
Arapa,25.96771,67.11022
Arbab Khan,28.44661,68.57072
Arbab Khan,28.05367,67.88943
Arbab Khan Umrani,28.42901,67.91631
Arbab Kili,30.34444,66.89833
Arbab Town,30.21927,66.98177
Arbani Sharqi,28.8115,67.88915
Arbsin City,30.37538,68.58885
Archīna,28.18056,66.36389
Argan Chah,27.73485,64.38128
Argock,28.21582,66.00085
Arhat,29.2075,67.5196
Arif Kolaizi,29.22104,67.63442
Arif Wala,26.32478,66.29587
Arit,29.00355,67.73865
Arnari,27.29087,66.90397
Arnayzai,30.67641,66.56819
Arohi,27.22567,66.25898
Arraghi,28.21595,66.91368
Arsak,30.28227,68.3349
Artawi,31.11648,66.98188
Arus,28.07677,64.8306
Arz Muhammad,28.1,67.83611
Arz Muhammad,29.04459,63.68381
Arz Muhammad,30.0204,67.08896
Arz Muhammad Bazar,26.95748,64.35299
Arz Muhammad Bazar,26.61738,63.39747
Arz Muhammad Gis,26.42117,63.42635
Arz Muhammad Jakhrani,28.58214,68.34038
Arz Muhammad Kili,29.23735,63.77858
Arz Muhammad Magsi,28.29331,68.35787
Arzanko,27.18946,66.99434
Arzanzai Kili,31.19429,69.28337
Arzi,28.85861,67.47597
Arzi Kili,27.25414,66.26721
Arzoa Goth,25.8291,67.33016
Arzonan,28.30261,66.43263
As Melan,31.20539,68.58115
As Tangi,30.10422,67.30049
As Tangi,30.01396,67.34991
Asad,30.27545,69.37404
Asad Khan,27.44019,65.22496
Asadullah Khan Karez,30.063,68.70008
Asghar Tangi Kili,31.55603,69.37926
Asghara,30.23409,68.14109
Ash Pashkai,30.53329,69.7378
Ashafi,29.08952,66.90175
Ashai Kachhi,31.57173,69.38572
Ashal,26.12349,64.39555
Ashal,26.11404,64.37005
Ashal,26.12755,64.3803
Ashewat,31.32163,68.59811
Ashewat Dak Choki,31.36239,68.52791
Ashezai,30.78218,66.93145
Ashik,30.70694,68.33378
Ashirki Kili,28.6025,65.56467
Ashlo Bazar,26.55302,62.6472
Ashon Ghis,27.35089,63.00933
Ashori,27.72805,65.85333
Ashpili,31.27086,70.16492
Ashraf Jori Log,25.31553,62.60088
Ashraf Khan,28.07587,67.88081
Ashrarkzai,28.92221,66.3533
Asiaabad,26.08865,62.47423
Askan,27.73499,63.12236
Askari Bazar,26.68966,63.32783
Askawas Kili,30.35798,66.71693
Aslam,28.31755,66.04491
Aslam,30.53603,66.65651
Aslam Banhar,30.1038,69.02419
Aslam Khan,28.65381,68.43829
Aslam Khan Khoso,28.64907,68.4313
Aslam Skobi,30.92845,67.98336
Asmani Tangi,30.14493,67.82474
Asp Gaz Bazar,25.66963,62.26642
Asp Kunary,27.59498,65.99582
Aspan,30.05868,67.97151
Aspani,30.07092,67.95933
