name,latitude,longitude
Anni Shungi,34.60673,73.58035
Anora,34.25919,72.84189
Anousk,36.3836,72.2102
Anpholi,35.29659,73.16053
Anter Kun,35.35657,72.13854
Anu Dap,35.6807,71.97293
Anungoro,35.11514,71.94358
Anwar Abad,34.45847,73.10953
Anwar Dheri,34.69918,72.37484
Anwar Kalle,34.24491,71.79511
Anwar Khan Koruno,34.22274,71.91858
Anwar Kothe,34.28049,72.01231
Anwar Shah Banda,34.18948,72.66046
Anwar Talao,33.84214,71.58622
Anwarabad,34.85652,71.84259
Anwarabad,34.10234,72.58283
Anzar Kalle,34.21665,71.79025
Anzar Kalle,34.21695,71.89457
Anzari,33.88519,71.65102
Anzari Kandarai,33.81822,71.44197
