name,latitude,longitude
Riwat,33.4972,73.19384
Roshu Mohra,33.61004,73.27393
Ruppar,33.70655,73.02882
Rustam Khan,33.66367,72.97939
Sabzi Mandi,33.63697,73.02891
Sagga,33.59058,73.28549
Sagga,33.66705,73.22113
Sahana,33.654,73.13671
Sahawan,33.68473,73.36271
Saidpur,33.74188,73.07046
Saira,33.69039,73.23001
Saknal,33.647,73.20959
Sakrila,33.75575,73.24187
Salah,33.70215,72.99312
Salgorah,33.53031,73.12611
Sambal Khurd,33.6851,73.1134
Sandhuri,33.75227,72.99298
Sang Jani,33.67509,72.85005
Sarai Madho,33.67101,72.86703
Sari,33.66993,73.22471
Sarra,33.77931,73.11218
Satoha,33.71216,73.26067
Satra Mil,33.64337,73.20783
Satra Mil,33.76459,73.22149
Sector F Eleven,33.68162,72.98868
Sector G-Eleven,33.66584,73.00548
Sector-E-Eight,33.72275,73.034
Sector-E-Nine,33.71392,73.02027
Sector-E-Seven,33.72702,73.04883
Sector-F Nine,33.70199,73.02464
Sector-F-Eight,33.71642,73.04277
Sector-F-Five,33.74027,73.09247
Sector-F-Four,33.73485,73.1036
Sector-F-Seven,33.71699,73.06039
Sector-F-Six,33.72873,73.07705
Sector-F-Ten,33.69212,73.00891
Sector-G-Eight,33.69693,73.05241
Sector-G-Nine,33.68751,73.03391
Sector-G-Seven,33.70528,73.0697
Sector-G-Six,33.7148,73.08676
Sector-G-Ten,33.6785,73.01604
Sector-H-Eight,33.68097,73.06329
Sector-H-Nine,33.67891,73.04573
Sector-I-Eight,33.66949,73.07281
Sector-I-Eleven,33.63483,73.01657
Sector-I-Nine,33.65805,73.05663
Sector-I-Ten,33.65246,73.03692
Sector-I-Twelve,33.63008,73.00921
Seri,33.65294,73.28381
Seri Sarhal,33.7038,72.95872
Shah Allahditta,33.71219,72.91806
Shah Darwesh,33.55693,73.25825
Shahdara,33.7892,73.17547
Shahdara Kalan,33.80135,73.19604
Shahdara Khurd,33.78025,73.15821
Shahpur,33.74305,73.19968
Shaikhan,33.6768,73.1381
Shalimār Six-Two,33.731,73.0645
Sharifabad,33.61321,73.1462
Sheikhpur,33.52333,73.22695
Sher Dhamial,33.58322,73.20624
Shiekhpur,33.59569,72.95333
Shālimār Eight-One,33.7075,73.0367
Shālimār Eleven-Four,33.6811,72.9979
Shālimār Eleven-One,33.6741,72.9861
Shālimār Five,33.7415,73.094
Shālimār Six-Four,33.7285,73.0816
Shālimār Six-Three,33.7367,73.0779
Shālīmār Eight-Three,33.7216,73.0402
Shālīmār Eight-Two,33.7141,73.0324
Shālīmār Eleven-Three,33.6895,72.9897
Shālīmār Eleven-Two,33.6829,72.9803
Shālīmār Seven-Four,33.7204,73.0648
Shālīmār Seven-One,33.7202,73.0493
Shālīmār Seven-Three,33.7263,73.0584
Shālīmār Seven-Two,33.7246,73.0471
Shālīmār Six-One,33.7237,73.0709
Shālīmār Ten-Four,33.6909,73.0148
Shālīmār Ten-One,33.6852,73.003
Shālīmār Ten-Three,33.6988,73.0078
Shālīmār Ten-Two,33.692,72.9979
Shālīmār-Eight,33.7141,73.0404
Shālīmār-Eleven,33.6856,72.988
Shālīmār-Nine,33.7016,73.0229
Shālīmār-Six,33.7322,73.0685
Shālīmār-Ten,33.6923,73.0049
Sihala,33.54617,73.20851
Sihala Mirza,33.54352,73.19117
Sihali,33.70658,73.26863
Sila,33.70674,73.38735
Sila,33.78135,73.24582
Sinyari,33.72364,72.99427
Sir Saiyid Colony,33.64549,73.04081
Sitara Mohra,33.69105,73.31449
Soan Camp,33.5422,73.11157
Sohina Mohra,33.68845,73.33659
Sonan,33.65451,73.10165
Soti Pari,33.66075,73.28302
Suban,33.75562,73.18059
Suban,33.76898,73.18353
Sudar,33.62822,73.15068
Sumbal Kurk,33.68508,73.10869
Surain,33.64419,73.01396
T & T Colony,33.69666,73.05924
Talhar,33.76944,73.04381
Taliala,33.59248,73.20414
Tamair,33.68124,73.28272
Tamma,33.6505,73.16639
Tamma,33.73333,73.1
Tarhal,33.68473,73.24946
Tarlai Kalan,33.64246,73.15195
Tarlai Khurd,33.62186,73.13942
Tathi Maira,33.7407,73.1397
Teli Mohri Rajgan,33.67938,73.11329
Thala,33.661,73.29085
Thalla Saiyidan,33.64563,72.94899
Thanda Pani,33.64883,73.22463
Thathi,33.73491,73.13295
Thatta Gujaran,33.68333,73.01667
Thatti Maira,33.73185,73.14343
Tial,33.71879,73.13114
Tijal,33.72265,73.339
Tirmah,33.69221,73.32498
Tirnaul,33.65107,72.91044
Tokia,33.67216,72.87527
Tomar,33.62891,72.96964
Tuthal,33.71667,73.03333
Uhok Baqar,33.66667,73.05
University Colony,33.74681,73.1368
Upper Mohra,33.72911,73.22562
